"id","jobID","descript"
"625","215103","Inginer tricotaje, confectii"
"626","215104","Subinginer textile, pielarie"
"627","215105","Proiectant inginer textile-pielarie"
"628","215106","Consilier inginer textile-pielarie"
"629","215107","Expert inginer textile pielarie"
"630","215108","Inspector de specialitate inginer textile pielariei"
"631","215109","Referent de specialitate inginer textile pielarie"
"632","2152","Ingineri in industria alimentara"
"633","215201","Inginer in industria alimentara"
"634","215201","Inginer specialitatea industrie alimentara si frig"
"635","215202","Subinginer in industrie alimentara"
"636","215203","Proiectant inginer produse alimentare"
"637","215204","Consilier inginer industria alimentara"
"638","215205","Expert inginer industria alimentara"
"639","215206","Inspector de specialitate inginer industria alimentara"
"640","215207","Referent de specialitate inginer industria alimentara"
"641","216","INGINERI IN INDUSTRIA LEMNULUI, INDUSTRIA STICLEI, CERAMICII, INDUSTRIA CELULOZEI SI HARTIEI SI MATE"
"642","2161","Ingineri in industria lemnului"
"643","216101","Inginer de industrializarea lemnului"
"644","216102","Subinginer de industrializarea lemnului"
"645","216103","Consilier inginer industrializarea lemnului"
"646","216104","Expert inginer industrializarea lemnului"
"647","216105","Inspector de specialitate inginer industrializarea lemnului"
"648","216106","Referent de specialitate inginer industrializarea lemnului"
"649","2162","Ingineri in industria sticlei, ceramicii si materialelor de constructii (materiale oxidice)"
"650","216201","Inginer prelucrarea sticlei si ceramicii"
"651","216202","Subinginer prelucrarea sticlei si ceramicii"
"652","216203","Inginer materiale de constructii"
"653","216204","Subinginer materiale de constructii"
"654","216205","Consilier inginer prelucrarea sticlei si ceramicii"
"655","216206","Expert inginer prelucrarea sticlei si ceramicii"
"656","216207","Inspector de specialitate inginer prelucrarea sticlei si ceramicii"
"657","216208","Referent de specialitate inginer prelucrarea sticlei si ceramicii"
"658","216209","Proiectant inginer ceramica sticla"
"659","216210","Chimist in materiale oxidice (sticla, ceramica)"
"660","2163","Ingineri in industria celulozei si hartiei"
"661","216301","Subinginer tehnologia celulozei si hartiei"
"662","216302","Proiectant inginer celuloza si hartie"
"663","216303","Consilier inginer tehnologia celulozei si hartiei"
"664","216304","Expert inginer tehnologia celulozei si hartiei"
"665","216305","Inspector de specialitate inginer tehnologia celulozei si hartiei"
"666","216306","Referent de specialitate inginer tehnologia celulozei si  hartiei"
"667","22","SPECIALISTI IN BIOLOGIE, AGRONOMIE SI STIINTELE VIETII"
"668","221","SPECIALISTI IN BIOLOGIE SI AGRONOMIE"
"669","2211","Biologi, botanisti, zoologi, ecologi si asimilati"
"670","221101","Consilier biolog"
"671","221102","Expert biolog"
"672","221103","Inspector de specialitate biolog"
"673","221103","Zoolog"
"674","221104","Ecolog"
"675","221104","Referent de specialitate biolog"
"676","221105","Consilier botanist"
"677","221106","Expert botanist"
"678","221107","Inspector de specialitate botanist"
"679","221108","Referent de specialitate botanist"
"680","221109","Consilier zoolog"
"681","221110","Expert zoolog"
"682","221111","Inspector de specialitate zoolog"
"683","221112","Referent de specialitate zoolog"
"684","221113","Consilier ecolog"
"685","221114","Expert ecolog"
"686","221115","Inspector de specialitate ecolog"
"687","221116","Referent de specialitate ecolog"
"688","221117","Inginer ecolog"
"689","2212","Bacteriologi, farmacologi si asimilati"
"690","221201","Consilier bacteriolog"
"691","221202","Expert bacteriolog"
"692","221203","Farmacolog"
"693","221203","Inspector de specialitate bacteriolog"
"694","221204","Referent de specialitate bacteriolog"
"695","221205","Consilier biochimist"
"696","221206","Expert biochimist"
"697","221207","Inspector de specialitate biochimist"
"698","221208","Referent de specialitate biochimist"
"699","221209","Consilier farmacolog"
"700","221210","Expert farmacolog"
"701","221211","Inspector de specialitate farmacolog"
"702","221212","Referent de specialitate farmacolog"
"703","221213","Consilier microbiolog"
"704","221214","Expert microbiolog"
"705","221215","Inspector de specialitate microbiolog"
"706","221216","Referent de specialitate microbiolog"
"707","2213","Ingineri agronomi, zootehnisti si silvici"
"708","221301","Consilier inginer agronom"
"709","221302","Expert inginer agronom"
"710","221303","Inginer zootehnist"
"711","221303","Inspector de specialitate inginer agronom"
"712","221304","Inginer silvic"
"713","221304","Referent de specialitate inginer agronom"
"714","221305","Consilier inginer horticol"
"715","221306","Expert inginer horticol"
"716","221307","Inspector de specialitate inginer horticol"
"717","221308","Referent de specialitate horticol"
"718","221309","Consilier inginer zootehnist"
"719","221310","Expert inginer zootehnist"
"720","221311","Inspector de specialitate inginer zootehnist"
"721","221312","Referent de specialitate inginer zootehnist"
"722","221313","Subinginer agronom"
"723","221314","Expert silvic"
"724","221314","Subinginer zootehnist"
"725","221315","Inginer tehnolog in zootehnie"
"726","221315","Inspector de specialitate silvic"
"727","221316","Proiectant inginer in agricultura"
"728","221316","Referent de specialitate silvic"
"729","221317","Proiectant inginer in zootehnie"
"730","221318","Proiectant inginer in silvicultura"
"731","221319","Consilier silvic"
"732","222","MEDICI SI ASIMILATI"
"733","222005","Kinetoterapeut"
"734","2221","Medici medicina generala"
"735","222101","Medic medicina generala"
"736","222102","Medic rezident"
"737","222103","Medic de specialitate"
"738","222104","Consilier medic"
"739","222105","Expert medic"
"740","222106","Inspector de specialitate medic"
"741","222107","Referent de specialitate medic"
"742","2222","Medici stomatologi"
"743","222201","Medic stomatolog"
"744","222202","Medic stomatolog rezident"
"745","222203","Medic stomatolog de specialitate"
"746","2223","Medici veterinari"
"747","222301","Epizotolog"
"748","222302","Medic veterinar"
"749","2224","Farmacisti"
"750","222401","Farmacist de specialitate"
"751","222402","Farmacist rezident"
"752","222403","Farmacist"
"753","2229","Medici si asimilati neclasificati in grupele de baza anterioare"
"754","222901","Medic igienist"
"755","222902","Medic expertiza a capacitatii de munca"
"756","222903","Medic legist"
"757","222904","Profesor de cultura fizica medicala"
"758","222906","Fiziochinetoterapeut"
"759","23","PROFESORI IN INVATAMANTUL SUPERIOR, SECUNDAR SI ASIMILATI"
"760","231","PROFESORI UNIVERSITARI, CONFERENTIARI, LECTORI, ASISTENTI SI  ASIMILATI OCUPATI IN INVATAMANTUL SUPE"
"761","2310","Profesori universitari, conferentiari, lectori, asistenti si asimilati ocupati in invatamintul super"
"762","231001","Asistent universitar"
"763","231002","Conferentiar universitar"
"764","231003","Expert centre de perfectionare"
"765","231004","Lector universitar"
"766","231005","Preparator invatamintul universitar"
"767","231006","Profesor universitar"
"768","232","PROFESORI IN INVATAMANTUL SECUNDAR"
"769","2321","Profesori in invatamantul liceal, postliceal, profesional si de maistri"
"770","232101","Profesor in invatamintul liceal, postliceal, profesional si de maistri"
"771","2322","Profesori in invatamatul gimnazial"
"772","232201","Profesor in invatamintul gimnazial"
"773","233","PROFESORI IN INVATAMANTUL PRIMAR"
"774","2331","Profesori in invatamantul primar"
"775","233101","Profesor in invatamintul primar"
"776","2332","Profesori in invatamantul prescolar"
"777","233201","Profesor in invatamintul prescolar"
"778","234","PROFESORI SPECIALIZATI PENTRU RECUPERAREA SI EDUCAREA HANDICAPATILOR"
"779","2340","Profesori specializati pentru recuperarea si educarea handicapatilor"
"780","234001","Defectolog"
"781","234002","Logoped"
"782","235","ALTI SPECIALISTI IN INVATAMANT"
"783","2351","Cercetatori in domeniul didactic si pedagogic"
"784","235101","Cercetator in pedagogie"
"785","235101","Specialisti in domeniul didactic"
"786","235102","Asistent de cercetare in pedagogie"
"787","235102","Specialisti in domeniul pedagogic"
"788","2352","Inspectori in invatamant"
"789","235201","Consilier invatamint"
"790","235202","Expert invatamint"
"791","235203","Inspector invatamint"
"792","235204","Referent de specialitate in invatamint"
"793","2359","Specialisti in invatamant neclasificati in grupele de baza anterioare"
"794","235901","Secretar institut, facultate"
"795","24","ALTI SPECIALISTI CU OCUPATII INTELECTUALE SI STIINTIFICE"
"796","241","SPECIALISTI CU FUNCTII ADMINISTRATIVE SI COMERCIALE"
"797","2411","Specialisti in sistemul financiar-bancar"
"798","241101","Cenzor"
"799","241102","Comisar garda financiara"
"800","241103","Consilier financiar-bancar"
"801","241104","Controlor tezaur"
"802","241105","Expert contabil-verificator"
"803","241106","Expert financiar-bancar"
"804","241107","Inspector financiar-bancar"
"805","241108","Inspector asigurari"
"806","241109","Revizor contabil"
"807","241110","Referent de specialitate financiar contabilitate"
"808","241111","Comisar principal"
"809","241112","Consulat bugetar"
"810","2412","Specialisti cu probleme de personal si de pregatire profesionala a personalului"
"811","241201","Consilier forta de munca si somaj"
"812","241202","Expert forta de munca si somaj"
"813","241203","Inspector de specialitate forta de munca si somaj"
"814","241204","Inspector protectia muncii"
"815","241205","Instructor pregatire profesionala"
"816","241206","Referent de specialitate forta de munca si somaj"
"817","241207","Expert instructor pregatire profesionala"
"818","241208","Consilier indrumare si orientare profesionala"
"819","241209","Consultant in domeniul fortei de munca"
"820","241210","Analist piata muncii"
"821","2419","Alti specialisti cu functii administrative si comerciale"
"822","241901","Administrator editura"
"823","241902","Administrator publicatii"
"824","241903","Agent consular"
"825","241904","Organizator activitate turism"
"826","241905","Atasat diplomatic"
"827","241906","Consul"
"828","241907","Expert/inspector vamal"
"829","241908","Curier diplomatic"
"830","241909","Organizator protocol"
"831","241910","Organizator relatii"
"832","241911","Organizator tirguri si expozitii"
"833","241912","Prezentator expozitii"
"834","241913","Referent relatii externe"
"835","241914","Secretar diplomatic"
"836","241915","Viceconsul"
"837","241916","Corespondent comercial"
"838","241917","Secretar economic"
"839","241918","Consilieri de proprietate industiala autorizat"
"840","242","JURISTI"
"841","2421","Avocati"
"842","242101","Avocat"
"843","242102","Jurisconsult"
"844","242103","Consilier juridic"
"845","2422","Magistrati (judecatori, procurori)"
"846","242201","Magistrat"
"847","242201","Procuror"
"848","242202","Judecator"
"849","242202","Judecator si asimilati"
"850","242203","Magistrat asistent"
"851","2429","Juristi neclasificati in grupele de baza anterioare"
"852","242901","Expert criminalist"
"853","242902","Executor judecatoresc"
"854","242903","Inspector justitie"
"855","242904","Expert jurist"
"856","242905","Consilier de justitie"
"857","242906","Referent de specialitate in justitie"
"858","242907","Notar"
"859","243","ARHIVISTI, BIBLIOTECARI, DOCUMENTARISTI SI ASIMILATI"
"860","2431","Arhivisti si conservatori ai operelor de arta si monumentelor istorice"
"861","243101","Arhivist"
"862","243102","Conservator opere de arta si monumente istorice"
"863","243102","Conservator opere de arta si monumente istorice (studii superioare)"
"864","243103","Muzeograf"
"865","243104","Restaurator opere de arta si monumente istorice"
"866","243105","Conservator arhiva (studii superioare)"
"867","2432","Bibliotecari, documentaristi si asimilati"
"868","243201","Bibliograf"
"869","243202","Bibliotecar cu studii superioare"
"870","243203","Documentarist (studii superiare)"
"871","243204","Instructor difuzare carte"
"872","243204","Referent difuzare carte"
"873","243205","Lector carte"
"874","244","SPECIALISTI IN STIINTE ECONOMICE SOCIALE SI UMANISTE"
"875","2441","Economisti (exclusiv specialisti statisticieni si cei din sistemul financiar-bancar)"
"876","244101","Consilier economist in management"
"877","244101","Economist in industrie"
"878","244101","Expert economist in management"
"879","244101","Inspector economist in management"
"880","244101","Referent economist in management"
"881","244102","Consilier economist in economie generala"
"882","244102","Economist in agricultura"
"883","244102","Expert economist in economie generala"
"884","244102","Inspector economist in economie generala"
"885","244102","Referent economist in economie generala"
"886","244103","Consilier economist in economia mediului"
"887","244103","Expert economist in economia mediului"
"888","244103","Inspector economist in economia mediului"
"889","244103","Referent economist in economia mediului"
"890","244104","Consilier economist in comert si marketing"
"891","244104","Expert economist in comert si marketing"
"892","244104","Inspector economist comert si marketing"
